id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
11692,F,1.5,1.1875,0.3875,31.56716825,16.51358375,6.577084,8.6465975,11.0
11693,M,1.425,1.1125,0.4,28.8314415,11.77921725,5.6982495,8.221355,10.0
11694,I,0.925,0.6875,0.2,6.25106475,2.67902775,1.77184375,1.984465,7.0
11695,M,1.5,1.1875,0.3875,31.638042,15.06775925,7.32834575,8.221355,9.0
11696,M,1.4625,1.15,0.375,31.1561005,13.097469,7.41339425,7.087375,9.0
11697,I,0.3875,0.3125,0.05,0.66621325,0.1417475,0.09922325,0.226796,5.0
11698,M,1.1125,0.875,0.3,14.7133905,6.3219385,3.50116325,3.61456125,9.0
11699,I,1.075,0.825,0.2625,10.41844125,3.95475525,2.891649,3.40194,9.0
11700,M,1.4,1.0125,0.375,23.85610425,9.28446125,6.010094,5.783298,10.0
11701,M,1.375,1.0625,0.375,20.9502805,8.334753,4.8477645,6.39281225,9.0
11702,M,1.475,1.125,0.35,23.5584345,10.149121,4.6209685,6.6621325,10.0
11703,I,1.1,0.8625,0.2625,12.68640125,6.67630725,2.721552,3.21766825,7.0
11704,M,1.575,1.2875,0.4375,34.8415355,14.968536,8.164656,10.489315,11.0
11705,I,0.6875,0.4875,0.1875,3.5436875,1.4458245,0.80796075,0.9922325,4.0
11706,M,1.5625,1.225,0.3875,33.06969175,14.78426425,6.2652395,10.3475675,11.0
11707,F,1.2625,1.0125,0.3125,18.75319425,8.3631025,3.35941575,5.03203625,10.0
11708,I,0.825,0.6375,0.225,5.06038575,2.2396105,1.03475675,1.5592225,7.0
11709,I,0.5125,0.3875,0.1,1.82854275,0.60951425,0.29766975,0.60951425,5.0
11710,F,1.625,1.25,0.45,37.194544,14.13222575,7.89533575,11.66581925,13.0
11711,M,1.525,1.225,0.425,32.10580875,13.93377925,7.314171,8.788345,11.0
11712,I,1.2125,0.975,0.2625,15.74814725,6.33611325,3.04757125,4.9611625,8.0
11713,M,1.4125,1.075,0.325,21.87163925,9.48290775,4.32329875,6.23689,10.0
11714,F,1.3,1.0625,0.3625,25.323871,10.319218,6.22271525,7.2291225,10.0
11715,M,1.1,0.8625,0.2625,12.14776075,5.03203625,2.3530085,3.118445,8.0
11716,F,1.4,1.125,0.4,25.231055,9.48290775,5.48562825,8.50485,12.0
11717,I,1.175,0.875,0.2625,11.07047975,4.60679375,2.4097075,3.81300775,8.0
11718,F,1.3875,1.075,0.3375,23.3883375,9.62465525,5.42892925,6.0384435,10.0
11719,F,1.425,1.1,0.375,26.03901575,9.87980075,5.23048275,7.654365,12.0
11720,F,1.5875,1.2,0.4375,33.4240605,14.911837,7.66853975,9.922325,10.0
11721,M,1.375,1.125,0.375,22.38193025,8.3064035,4.60679375,7.654365,12.0
11722,F,1.4875,1.1875,0.4,27.895908,13.7495075,5.79747275,7.5126175,8.0
11723,M,1.6375,1.3125,0.4375,44.91978275,21.89998875,10.4609655,10.6310625,10.0
11724,F,1.575,1.125,0.375,31.638042,14.4865945,6.81805475,9.4970825,9.0
11725,M,1.375,1.0625,0.4,24.323871,10.41844125,4.706017,7.654365,11.0
11726,I,0.6,0.45,0.125,1.6159215,0.737087,0.3685435,0.510291,3.0
11727,I,1.0875,0.8125,0.2375,8.618248,3.21766825,1.65844575,2.26796,8.0
11728,I,1.025,0.75,0.2375,7.087375,3.18931875,1.6159215,2.25378525,6.0
11729,M,1.5375,1.175,0.3875,31.39707125,16.40018575,5.93922025,7.314171,9.0
11730,F,1.55,1.2125,0.4375,31.08522675,11.8784405,6.4920355,8.6465975,15.0
11731,F,1.125,0.875,0.3,14.69921575,5.953395,3.1467945,5.386405,13.0
11732,M,1.575,1.2375,0.4375,32.44600275,14.18892475,7.4559185,9.4970825,11.0
11733,F,1.2625,0.95,0.3,18.597272,8.77417025,3.118445,5.10291,8.0
11734,M,1.5375,1.175,0.3875,40.83745475,19.09338825,8.43397625,9.922325,10.0
11735,M,1.575,1.25,0.45,37.32211675,17.179797,7.24329725,10.20582,11.0
11736,I,1.1125,0.8125,0.325,12.51630425,4.60679375,2.9766975,4.53592,14.0
11737,I,0.9625,0.725,0.2375,7.58349125,3.2601925,1.85689225,2.1262125,7.0
11738,M,1.5625,1.2,0.4875,36.7693015,16.20173925,7.3992195,9.4970825,10.0
11739,I,0.8875,0.6625,0.2125,6.0384435,3.5436875,1.190679,1.984465,8.0
11740,M,1.525,1.175,0.4625,34.6147395,13.60776,6.293589,13.0691195,21.0
11741,F,1.3,1.0625,0.4125,27.91008275,11.0846545,4.89028875,8.788345,19.0
11742,M,1.1625,0.875,0.3375,14.004653,5.953395,2.76407625,4.9611625,10.0
11743,I,1.45,1.1125,0.425,26.63435525,11.15552825,5.953395,8.788345,27.0
11744,M,1.4,1.125,0.4125,25.2027055,11.35397475,5.59902625,7.2291225,8.0
11745,I,1.1875,0.95,0.3125,13.39513875,5.6699,2.8066005,4.53592,8.0
11746,I,1.3375,1.0375,0.375,23.09066775,9.6104805,4.932813,7.93786,12.0
11747,M,1.0875,0.875,0.3125,11.2547515,5.5848515,2.67902775,3.8271825,8.0
11748,I,1.275,0.9375,0.3125,15.74814725,6.350288,3.2601925,4.819415,9.0
11749,F,1.4125,1.075,0.3875,24.7491135,10.98543125,5.88252125,7.01650125,8.0
11750,F,1.55,1.175,0.4375,31.62386725,13.5794105,7.01650125,8.788345,10.0
11751,F,1.5625,1.175,0.4,27.0170735,13.1825175,6.19436575,6.690482,9.0
11752,I,1.5125,1.1875,0.375,26.1098895,11.396499,5.0745605,7.93786,8.0
11753,M,1.4,1.1,0.3125,23.700182,10.56018875,5.783298,7.087375,9.0
11754,F,1.2125,0.975,0.3125,15.8473705,5.953395,3.7137845,4.706017,9.0
11755,F,1.3,0.9875,0.3125,16.68368075,6.81805475,3.061746,4.762716,9.0
11756,F,1.2125,0.95,0.325,15.2236815,6.350288,3.8838815,5.5281525,9.0
11757,F,1.5375,1.2,0.3875,29.49765475,13.891255,6.13766675,8.0796075,10.0
11758,M,1.225,0.95,0.3125,15.2236815,6.917278,3.07592075,4.252425,10.0
11759,I,1.3,1.025,0.375,23.71435675,9.7805775,4.025629,5.9817445,9.0
11760,I,1.175,0.925,0.2625,13.721158,6.4920355,2.87747425,4.876114,9.0
11761,F,1.675,1.3,0.475,43.21881275,16.839603,9.6671795,11.90679,11.0
11762,I,1.1,0.8125,0.25,10.9712565,4.195726,2.02698925,2.9766975,8.0
11763,I,1.125,0.875,0.2625,13.437663,5.953395,3.16096925,3.40194,8.0
11764,I,1.5625,1.175,0.4125,27.79668475,12.643877,5.8683465,7.654365,17.0
11765,F,1.45,1.15,0.35,28.19357775,10.19164525,6.13766675,8.3631025,15.0
11766,M,1.2125,0.9375,0.275,13.99047825,5.91087075,3.7704835,3.685435,8.0
11767,I,0.8125,0.6,0.175,4.2807745,1.7860185,1.14815475,1.2757275,6.0
11768,I,1.0625,0.8125,0.25,10.2341695,4.80524025,1.70097,2.6932025,8.0
11769,M,1.25,0.95,0.3125,16.386011,6.690482,3.72795925,5.10291,11.0
11770,M,1.4,1.1125,0.4,23.700182,10.092422,5.0745605,6.80388,9.0
11771,I,0.975,0.75,0.25,8.17883075,4.74854125,1.80019325,2.48058125,6.0
11772,F,1.525,1.1375,0.3625,30.107169,14.61416725,7.07320025,7.5126175,9.0
11773,I,1.1,0.875,0.3,12.74310025,5.443104,2.9199985,3.8271825,8.0
11774,I,1.2125,0.925,0.3375,17.61921425,8.391452,3.685435,5.9250455,8.0
11775,F,1.3875,1.0875,0.4125,25.35862775,11.09882925,4.762716,7.7961125,11.0
11776,M,0.9125,0.675,0.2375,6.0384435,2.11203775,1.34660125,1.984465,12.0
11777,I,1.0875,0.8375,0.3125,11.6516445,5.74077375,2.83495,3.2601925,8.0
11778,M,1.4625,1.1125,0.4,27.669112,9.99319875,5.8683465,9.355335,13.0
11779,I,1.2875,0.9875,0.3,16.76872925,8.68912175,3.18931875,4.6776675,8.0
11780,F,1.225,0.9625,0.35,21.1203775,7.10154975,3.75630875,7.2291225,18.0
11781,M,1.5625,1.2125,0.4125,32.10580875,14.84096325,6.90310325,8.391452,12.0
11782,F,1.55,1.175,0.375,32.6869735,15.5071765,7.32834575,8.3631025,9.0
11783,I,0.975,0.725,0.2375,8.845044,4.03980375,1.48834875,2.154562,7.0
11784,I,0.4,0.3125,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,3.0
11785,F,1.4125,1.1,0.375,25.27357925,7.7961125,5.06038575,8.221355,15.0
11786,M,1.15,0.875,0.35,14.61416725,5.1312595,3.75630875,4.6776675,15.0
11787,I,1.0375,0.7625,0.275,10.19164525,4.762716,2.324659,2.551455,7.0
11788,I,1.1,0.825,0.275,11.41067375,5.6699,2.8066005,2.9766975,6.0
11789,I,1.0875,0.8125,0.275,10.73028575,4.2807745,1.7860185,2.28213475,8.0
11790,M,1.3125,1.0125,0.3125,21.0636785,7.24329725,4.309124,6.3786375,13.0
11791,M,1.625,1.2625,0.3875,36.78347625,13.60776,8.901743,11.1980525,14.0
11792,M,1.425,1.1125,0.35,26.2232875,11.12717875,5.2446575,7.7961125,14.0
11793,F,1.45,1.1125,0.3625,26.80445225,12.26115875,5.42892925,5.8116475,9.0
11794,I,1.325,1.0375,0.325,22.04173625,9.808927,4.819415,6.0951425,11.0
11795,M,1.6875,1.2875,0.4875,34.5013415,13.60776,8.37727725,10.19164525,19.0
11796,I,1.125,0.8625,0.3,12.43125575,5.28718175,2.79242575,4.40834725,7.0
11797,M,1.4125,1.175,0.4125,27.499015,11.453198,6.1518415,9.922325,9.0
11798,F,1.7375,1.3125,0.475,48.26502375,14.92601175,10.602713,13.324265,16.0
11799,F,1.7375,1.3,0.4375,49.32813,21.89998875,11.60912025,12.96989625,11.0
11800,I,1.0625,0.75,0.25,10.41844125,4.66349275,1.8994165,2.9766975,7.0
11801,I,0.525,0.375,0.1375,1.13398,0.5386405,0.3118445,0.3685435,5.0
11802,F,1.525,1.15,0.3875,30.5891105,11.75086775,7.7394135,9.7805775,11.0
11803,M,1.55,1.2125,0.4,32.998818,15.52135125,7.597666,8.50485,9.0
11804,I,0.825,0.625,0.225,5.3013565,2.48058125,1.190679,1.26155275,6.0
11805,M,1.5125,1.125,0.3375,26.08154,13.19669225,5.76912325,7.37087,10.0
11806,F,1.1,0.8125,0.2625,10.41844125,4.74854125,2.70737725,4.6776675,11.0
11807,F,1.3,0.9625,0.3875,18.540573,8.34892775,3.72795925,5.386405,14.0
11808,I,1.0,0.75,0.2375,7.95203475,3.061746,1.23320325,2.26796,9.0
11809,M,1.65,1.3125,0.4375,38.82464025,15.762322,6.98815175,10.489315,11.0
11810,I,0.9125,0.675,0.225,5.5848515,2.721552,1.1623295,1.71514475,6.0
11811,F,1.575,1.225,0.4125,30.63163475,14.16057525,6.520385,10.035723,9.0
11812,I,1.0125,0.7625,0.2375,9.8372765,4.01145425,2.11203775,2.83495,7.0
11813,M,1.7125,1.3125,0.4875,44.80638475,16.54193325,10.2341695,11.623295,18.0
11814,M,1.3125,1.0,0.3625,23.17571625,9.525432,4.57844425,6.6621325,10.0
11815,I,0.85,0.6375,0.2125,5.6415505,2.26796,1.06310625,1.70097,5.0
11816,F,1.575,1.25,0.4375,34.91240925,13.79203175,7.3992195,10.489315,15.0
11817,I,0.9,0.675,0.225,5.1879585,2.2396105,1.03475675,1.5592225,6.0
11818,M,1.5125,1.225,0.4,30.8726055,13.60776,6.39281225,8.788345,10.0
11819,M,1.5875,1.2125,0.425,34.68561325,16.0174675,8.0796075,8.3631025,11.0
11820,M,0.7125,0.525,0.2125,3.4302895,1.34660125,0.75126175,0.850485,6.0
11821,I,1.1,0.8875,0.25,11.55242125,4.60679375,2.5231055,3.96893,8.0
11822,I,0.7875,0.5875,0.2,3.98310475,1.37495075,0.89300925,1.417475,7.0
11823,M,1.0375,0.8625,0.2875,9.02931575,3.69960975,1.68679525,3.5436875,8.0
11824,I,0.875,0.65,0.1875,5.59902625,2.551455,1.4458245,1.984465,8.0
11825,M,1.3875,1.075,0.3125,20.53921275,9.752228,4.9044635,6.23689,9.0
11826,M,0.9375,0.6875,0.2375,6.81805475,2.36718325,1.417475,1.984465,7.0
11827,I,1.0,0.75,0.25,9.63883,4.55009475,1.97029025,2.26796,7.0
11828,I,0.7875,0.5875,0.225,3.64291075,1.4458245,0.680388,1.13398,5.0
11829,M,1.4625,1.0875,0.425,25.911443,10.90038275,6.13766675,7.6827145,10.0
11830,I,0.6125,0.45,0.1625,1.80019325,0.60951425,0.396893,0.56699,4.0
11831,F,1.3625,1.075,0.35,22.055911,10.70193625,4.01145425,6.9456275,8.0
11832,M,1.5625,1.2125,0.4125,35.777069,13.93377925,7.35669525,9.355335,14.0
11833,I,0.9875,0.75,0.2375,8.63242275,3.27436725,1.4458245,2.551455,6.0
11834,M,1.6125,1.3,0.475,43.21881275,17.463292,10.4042665,11.056305,15.0
11835,F,1.6375,1.2625,0.4375,35.777069,16.4143605,7.66853975,9.4970825,11.0
11836,F,1.5,1.1875,0.45,32.2900805,13.79203175,8.3064035,9.7805775,9.0
11837,F,1.475,1.1875,0.3875,27.839209,10.8011595,5.40057975,8.0796075,17.0
11838,F,1.25,0.9375,0.35,19.7029025,6.0951425,3.912231,5.5281525,13.0
11839,F,1.2625,1.0,0.3,17.2648455,7.1724235,4.025629,5.499803,7.0
11840,F,1.425,1.1,0.375,26.365035,13.8062065,5.20213325,7.7961125,9.0
11841,I,1.6,1.225,0.375,32.16250775,14.92601175,7.52679225,8.9300925,10.0
11842,F,1.5,1.225,0.425,32.31843,10.53183925,7.087375,8.1363065,10.0
11843,F,1.5375,1.2375,0.4125,34.23202125,14.78426425,8.3064035,10.77281,12.0
11844,F,1.4125,1.1125,0.4375,30.43318825,11.793392,6.25106475,9.4970825,11.0
11845,F,1.7125,1.375,0.475,49.45570275,24.28134675,13.19669225,13.60776,11.0
11846,M,1.45,1.15,0.375,28.066005,8.60407325,6.22271525,8.788345,17.0
11847,M,1.175,0.925,0.2625,12.984071,4.6776675,2.87747425,4.12485225,9.0
11848,I,1.2125,0.95,0.3,14.2030995,6.87475375,2.84912475,4.53592,7.0
11849,I,1.1,0.8625,0.225,10.95708175,4.69184225,2.08368825,3.118445,6.0
11850,M,1.6125,1.225,0.3875,32.78619675,15.97494325,5.40057975,8.1930055,9.0
11851,M,1.6375,1.325,0.4125,40.61065875,19.06503875,8.731646,9.4970825,10.0
11852,I,1.225,0.9625,0.3125,15.5638755,6.973977,2.9199985,4.9611625,8.0
11853,I,0.9125,0.675,0.1875,5.3013565,2.211261,1.3324265,1.644271,6.0
11854,F,1.7,1.3125,0.45,47.35783975,21.262125,12.09106175,11.4815475,11.0
11855,F,1.575,1.2375,0.4375,34.7848365,14.16057525,6.95980225,9.7805775,19.0
11856,F,1.575,1.25,0.5125,35.6920205,15.5071765,7.98038425,10.04989775,18.0
11857,F,1.5625,1.25,0.4375,35.6920205,13.42348825,7.767763,11.056305,15.0
11858,F,1.55,1.225,0.4125,32.98464325,14.13222575,8.20718025,8.9300925,8.0
11859,F,1.475,1.1,0.375,24.7491135,10.829509,4.72019175,6.9456275,10.0
11860,F,1.5625,1.1625,0.3875,38.838815,17.39241825,6.7755305,9.07184,12.0
11861,F,1.6625,1.3125,0.45,36.61337925,14.50076925,8.51902475,9.7805775,12.0
11862,F,1.5375,1.1875,0.4375,38.22930075,12.54465375,8.60407325,10.3475675,17.0
11863,F,1.4625,1.15,0.4,25.51455,9.87980075,4.6776675,9.07184,14.0
11864,M,1.5,1.175,0.3875,28.91649,15.2803805,6.406987,7.93786,10.0
11865,M,1.425,1.1125,0.375,24.84833675,12.3887315,5.17378375,6.520385,8.0
11866,I,1.4,1.125,0.4125,26.01066625,11.35397475,4.5075705,7.37087,10.0
11867,M,1.3,1.0,0.3125,18.9658155,8.6465975,3.7137845,4.9611625,13.0
11868,I,0.9625,0.7,0.25,8.9300925,2.8632995,1.77184375,2.4097075,10.0
11869,I,1.4125,1.1,0.3125,24.73493875,12.246984,5.42892925,6.3219385,9.0
11870,I,1.1875,0.9375,0.3125,14.81261375,6.87475375,3.061746,4.3374735,8.0
11871,I,0.9375,0.7,0.2375,6.95980225,2.99087225,1.474174,1.757669,6.0
11872,I,0.575,0.4375,0.1,2.76407625,1.13398,0.49611625,0.737087,5.0
11873,I,1.1875,0.925,0.3,12.43125575,5.3013565,2.62232875,3.685435,7.0
11874,F,1.4625,1.2125,0.475,32.44600275,12.3320325,7.597666,8.50485,14.0
11875,F,1.8,1.4625,0.4625,49.54075125,19.60367925,10.7444605,12.82814875,11.0
11876,M,1.3,1.0,0.3125,17.4916415,8.4198015,3.8838815,4.3941725,9.0
11877,F,1.525,1.2,0.3875,28.02348075,12.79979925,5.99591925,9.07184,11.0
11878,M,1.65,1.325,0.425,41.34774575,17.973583,8.57572375,10.56018875,14.0
11879,I,1.3875,1.0375,0.325,21.38969775,10.546014,4.23825025,5.8116475,11.0
11880,M,1.5125,1.225,0.45,33.38153625,13.99047825,7.27164675,9.355335,17.0
11881,F,1.25,1.0,0.3375,19.3060095,9.525432,5.10291,4.43669675,10.0
11882,M,1.5625,1.2,0.45,32.034935,13.62193475,7.3992195,8.6465975,9.0
11883,F,0.75,0.575,0.2,3.6570855,1.417475,0.75126175,1.13398,12.0
11884,M,1.4875,1.1625,0.375,29.5118295,13.891255,6.22271525,7.654365,9.0
11885,I,1.1,0.875,0.3,13.8062065,5.953395,2.438057,3.7137845,9.0
11886,M,1.675,1.3,0.4625,38.838815,17.860185,6.973977,10.3475675,11.0
11887,F,1.4875,1.15,0.4125,28.33532525,10.02154825,5.499803,8.221355,12.0
11888,F,1.375,1.0375,0.3875,23.91280325,8.561549,5.85417175,7.2291225,11.0
11889,M,1.175,0.875,0.35,14.004653,5.1312595,3.47281375,4.3941725,10.0
11890,I,1.6,1.3125,0.4375,36.86852475,14.4298955,9.6104805,10.489315,9.0
11891,M,1.45,1.1125,0.35,24.5790165,9.19941275,5.76912325,7.087375,10.0
11892,F,1.575,1.25,0.375,32.16250775,14.5999925,7.8528115,9.922325,10.0
11893,M,1.7,1.3125,0.5125,50.2636635,19.7029025,11.793392,14.5999925,15.0
11894,F,1.5,1.2,0.4125,34.302895,14.401546,7.01650125,8.788345,9.0
11895,F,1.5875,1.2,0.45,33.8776525,13.73533275,8.164656,9.07184,8.0
11896,M,1.4375,1.1375,0.375,27.8108595,13.1258185,4.89028875,7.767763,9.0
11897,F,1.5375,1.1875,0.375,32.6302745,16.82542825,6.3219385,8.6465975,9.0
11898,F,1.4125,1.1375,0.3625,23.71435675,10.0640725,5.40057975,7.087375,9.0
11899,F,1.375,1.075,0.3875,21.0069795,9.08601475,4.49339575,6.80388,9.0
11900,M,1.3625,1.05,0.325,22.97726975,7.98038425,4.479221,6.9456275,16.0
11901,F,1.6625,1.3375,0.4375,38.96638775,17.4349425,9.05766525,11.7650425,11.0
11902,I,0.925,0.725,0.2125,6.917278,3.061746,1.77184375,1.984465,6.0
11903,F,1.5,1.175,0.3625,27.328918,12.757275,5.40057975,6.80388,8.0
11904,F,1.2125,0.925,0.3125,14.72756525,6.293589,3.52951275,4.819415,9.0
11905,F,1.4875,1.1875,0.4375,29.993771,12.1619355,7.29999625,8.50485,12.0
11906,I,0.8125,0.5875,0.175,4.309124,1.871067,0.9355335,1.2757275,6.0
11907,F,1.225,0.9375,0.3125,15.2803805,6.7188315,2.93417325,4.6776675,7.0
11908,M,1.45,1.15,0.375,24.73493875,11.453198,6.066793,6.80388,8.0
11909,M,1.4,1.1125,0.4,29.1716355,15.762322,6.76135575,7.7961125,9.0
11910,F,1.6875,1.3,0.45,42.354153,20.0997955,10.24834425,11.623295,11.0
11911,F,1.6125,1.2625,0.4,39.02308675,14.81261375,9.22776225,11.7650425,13.0
11912,F,1.6625,1.2875,0.475,39.7743485,16.96717575,8.674947,10.3475675,10.0
11913,M,1.45,1.1625,0.475,27.51318975,9.87980075,5.06038575,10.6310625,18.0
11914,M,1.575,1.2,0.375,29.993771,13.2959155,6.973977,8.50485,9.0
11915,I,1.125,0.875,0.3375,12.99824575,5.499803,2.3530085,3.685435,7.0
11916,I,0.95,0.7625,0.2375,7.49844275,3.35941575,1.7293195,2.551455,8.0
11917,M,1.4125,1.1,0.3875,24.153774,11.8217415,4.8477645,7.37087,12.0
11918,F,1.3625,1.0125,0.325,22.92057075,10.47514025,4.819415,5.8116475,9.0
11919,F,1.4375,1.125,0.4,24.08290025,11.283101,4.4508715,7.37087,9.0
11920,F,1.2625,1.0,0.3125,16.99552525,7.98038425,3.8838815,4.3941725,8.0
11921,M,1.325,1.0125,0.3375,20.97863,9.68135425,4.43669675,5.953395,9.0
11922,M,1.55,1.2,0.3375,25.3728025,12.0485375,5.6699,6.633783,10.0
11923,M,1.4625,1.1875,0.4625,33.962701,11.623295,6.973977,9.4970825,17.0
11924,M,1.4125,1.1625,0.3875,26.09571475,10.64523725,6.05261825,7.087375,11.0
11925,I,0.9375,0.7,0.2625,7.824462,4.09650275,1.43164975,2.4097075,7.0
11926,M,1.4875,1.15,0.3875,26.251637,9.62465525,5.57067675,8.46232575,11.0
11927,I,0.45,0.3125,0.0625,0.75126175,0.2551455,0.21262125,0.2551455,4.0
11928,F,1.6375,1.3125,0.5125,40.92250325,17.56251525,9.05766525,10.9145575,10.0
11929,I,0.9125,0.675,0.2125,6.27941425,2.6932025,1.26155275,1.984465,6.0
11930,F,1.4875,1.1625,0.4125,28.64716975,11.1413535,6.2085405,10.0640725,13.0
11931,I,1.05,0.8125,0.3,9.19941275,3.50116325,1.814368,2.6932025,8.0
11932,F,1.5375,1.2125,0.45,32.98464325,16.612807,7.35669525,8.9300925,9.0
11933,M,1.6125,1.275,0.45,44.04094825,19.20678625,9.8372765,10.02154825,12.0
11934,M,1.5,1.2375,0.4125,30.957654,14.18892475,7.78193775,8.9300925,10.0
11935,F,1.4125,1.1,0.4625,26.63435525,11.3114505,5.25883225,8.788345,8.0
11936,F,1.6625,1.3,0.45,35.22425375,13.16834275,6.93145275,12.3320325,13.0
11937,I,0.925,0.6875,0.2,5.71242425,2.154562,1.48834875,1.5592225,6.0
11938,M,1.45,1.1125,0.3,26.12406425,9.6104805,5.159609,7.7961125,17.0
11939,M,1.45,1.075,0.35,23.28911425,8.5331995,5.45727875,8.0796075,13.0
11940,I,0.8625,0.65,0.225,5.556502,2.56562975,1.4458245,1.984465,6.0
11941,M,1.5,1.1375,0.425,32.1199835,14.18892475,7.75358825,7.7961125,9.0
11942,F,1.0375,0.8125,0.25,9.412034,3.8271825,1.99863975,3.2601925,13.0
11943,M,1.4375,1.1,0.3375,24.9192105,10.50348975,4.86193925,8.0796075,15.0
11944,M,1.525,1.1625,0.4,29.937072,13.16834275,5.74077375,8.221355,8.0
11945,M,1.2875,0.9375,0.3,18.86659225,8.788345,3.061746,4.819415,8.0
11946,M,1.575,1.2125,0.45,35.81959325,17.70426275,6.917278,10.489315,10.0
11947,F,1.5125,1.2125,0.4375,35.62114675,15.09610875,8.1363065,8.9300925,10.0
11948,F,1.5,1.1875,0.4125,30.107169,12.3320325,5.57067675,8.3631025,11.0
11949,F,1.2625,1.0125,0.3125,17.7751365,7.49844275,3.572037,5.2446575,11.0
11950,F,1.525,1.2,0.4125,34.58639,11.97766375,6.7755305,10.20582,14.0
11951,M,1.4625,1.1625,0.3875,31.28367325,11.49572225,7.484268,9.7805775,10.0
11952,M,1.25,0.9625,0.275,18.71067,8.09378225,4.252425,3.96893,7.0
11953,I,0.6375,0.475,0.15,2.08368825,0.737087,0.4252425,0.7087375,5.0
11954,I,1.0625,0.8125,0.3125,10.41844125,4.74854125,2.65067825,2.9766975,6.0
11955,M,1.2875,0.975,0.2875,16.51358375,8.40562675,3.75630875,4.9611625,9.0
11956,F,1.875,1.375,0.475,56.1603595,29.66775175,12.68640125,13.0691195,12.0
11957,I,1.0875,0.8125,0.275,10.41844125,4.422522,2.891649,2.9766975,7.0
11958,M,1.4,1.1125,0.375,26.0531905,10.8578585,5.71242425,7.654365,9.0
11959,M,1.325,1.0375,0.35,23.700182,8.34892775,5.54232725,6.9456275,12.0
11960,F,1.5375,1.1875,0.425,31.56716825,13.62193475,6.22271525,9.07184,11.0
11961,M,1.35,1.1,0.3375,24.0687255,8.29222875,6.2652395,6.70465675,12.0
11962,F,1.125,0.8875,0.325,14.81261375,6.7755305,3.01922175,3.30271675,7.0
11963,M,1.6,1.2625,0.4125,41.71628925,18.6256215,8.4198015,11.056305,11.0
11964,F,1.1,0.8625,0.275,10.9145575,4.32329875,2.14038725,3.5436875,10.0
11965,F,1.6125,1.25,0.425,41.8722115,16.68368075,9.015141,11.4815475,9.0
11966,M,1.4625,1.1625,0.375,26.43590875,12.246984,6.25106475,7.1724235,9.0
11967,F,1.5375,1.1875,0.375,27.612413,11.793392,5.40057975,8.7599955,13.0
11968,F,1.625,1.2125,0.4,31.51046925,14.6566915,6.747181,8.88756825,11.0
11969,F,1.225,0.925,0.275,13.87708025,6.02426875,2.6932025,4.252425,7.0
11970,F,1.75,1.3875,0.475,43.0628905,19.09338825,10.70193625,14.17475,14.0
11971,I,0.825,0.5375,0.1875,3.89805625,1.91359125,1.03475675,1.2757275,6.0
11972,M,1.3125,1.0125,0.3125,18.0586315,8.34892775,4.09650275,4.9611625,8.0
11973,F,1.575,1.2625,0.475,36.967748,14.16057525,7.98038425,10.0640725,27.0
11974,F,1.4125,1.125,0.35,24.6357155,11.15552825,5.40057975,6.747181,8.0
11975,I,0.95,0.6875,0.25,7.55514175,3.01922175,1.13398,2.4097075,7.0
11976,F,1.425,1.125,0.4375,28.22192725,11.15552825,6.80388,6.80388,10.0
11977,F,1.8625,1.425,0.5375,58.10230025,28.13687875,13.96212875,13.60776,11.0
11978,M,1.6125,1.25,0.4375,44.22522,18.15785475,10.24834425,10.77281,11.0
11979,F,1.4375,1.125,0.3625,25.51455,10.67358675,4.8477645,7.2291225,11.0
11980,I,0.8375,0.625,0.2125,5.10291,2.1262125,1.14815475,1.5592225,7.0
11981,F,1.5625,1.225,0.45,30.220567,13.79203175,6.406987,9.2135875,12.0
11982,F,1.575,1.25,0.45,36.47163175,17.61921425,7.78193775,10.0640725,10.0
11983,I,0.475,0.325,0.1375,0.89300925,0.29766975,0.18427175,0.35436875,4.0
11984,F,1.625,1.3625,0.475,41.70347475,16.726205,7.767763,11.1980525,10.0
11985,F,1.2625,0.9625,0.325,16.31513725,5.74077375,3.8838815,5.386405,12.0
11986,M,1.5,1.1875,0.4,29.31202275,12.1619355,7.3992195,8.6465975,10.0
11987,F,1.225,0.975,0.325,18.75319425,4.706017,3.30271675,7.2291225,18.0
11988,M,1.7,1.3625,0.5125,50.81647875,23.6151335,11.60912025,11.7650425,11.0
11989,M,1.625,1.275,0.375,33.8776525,13.947954,6.44951125,8.3631025,8.0
11990,M,1.1625,0.875,0.275,14.92601175,7.0590255,2.84912475,4.23825025,10.0
11991,F,1.25,0.9375,0.375,16.34348675,6.4353365,3.8271825,6.23689,8.0
11992,F,1.525,1.2125,0.425,32.41765325,13.7495075,7.01650125,10.20582,14.0
11993,F,1.5875,1.2625,0.4125,36.3724085,14.13222575,8.9300925,9.63883,14.0
11994,M,1.55,1.1875,0.3875,33.38153625,17.61921425,6.7755305,8.0796075,10.0
11995,M,0.675,0.5,0.2125,2.721552,1.020582,0.52446575,0.850485,11.0
11996,M,1.225,0.95,0.3375,15.20950675,6.67630725,3.0333965,4.9611625,8.0
11997,M,1.475,1.1375,0.4,27.54153925,8.164656,5.8683465,9.48290775,15.0
11998,M,1.5625,1.175,0.3875,33.26813825,16.0174675,8.0796075,7.93786,9.0
